k,summ
113304,21505
113307,8304
113311,5624
113312,3685
113315,2900
113316,7216
113320,6210
113325,5652
113327,5244
113329,8554
113332,3088
113336,1272
113342,9763
113348,1824
113350,4725
113364,1656
113367,3960
113372,4537
113374,1335
113383,3630
113387,3987
113402,6692
113407,4532
113424,4875
113432,1324
113437,21000
113453,8896
113454,8582
113455,5432
113457,4004
113462,468
113464,2830
113467,3718
113472,4578
113475,4260
113479,7917
113486,2752
113501,6696
113507,14269
113512,7397
113519,1820
113528,1746
113541,4576
113542,4752
113550,3752
113551,13618
113552,3128
113553,2842
113559,8576
113561,1112
113565,5632
113569,5445
113570,6919
113573,4030
113593,2920
113602,21947
113603,3708
113633,6216
113634,3888
113637,6876
113645,3780
113656,9576
113669,936
113670,2215
113671,38874
113683,3384
113691,7315
113694,5709
113706,3816
113707,4896
113710,4950
113711,6384
113718,5488
113726,6454
113736,3528
113746,3887
113753,2620
113756,9344
113758,17680
113759,4277
113764,4320
113765,542
113771,18460
113772,2480
113773,3927
113776,8004
113786,4074
113790,4160
113795,3384
113796,2232
113798,3968
113803,1547
113815,8544
113821,3681
113822,5810
113825,2058
113826,30753
113827,1734
113830,11778
113839,5008
113845,3540
113850,5604
113852,4335
113859,22958
113860,21717
113861,6250
113869,8448
113883,5540
113888,25683
113909,3144
113912,5580
113913,8498
113924,4224
113926,4284
113932,2266
113936,6342
113940,2184
113943,3960
113944,5790
113948,6432
113949,8294
113962,798
113966,62556
113972,5566
113973,4378
113975,22599
113987,7046
113989,4510
113998,6240
114011,1050
114012,14365
114019,11232
114021,904
114022,8672
114026,6128
114030,3512
114034,7470
114039,3068
114043,6188
114047,6354
114056,8398
114063,6723
114069,3828
114081,4104
114084,5274
114088,7608
114092,4800
114094,7020
114095,12660
114112,25515
114120,3699
114122,4994
114143,32614
114147,8806
114151,1485
114154,4347
114158,5951
114163,4228
114164,4053
114166,4912
114170,4068
114174,3918
114182,7995
114187,2340
114195,36516
114205,3660
114206,7378
114211,5159
114226,5598
114234,4656
114235,20643
114238,4708
114241,4530
114247,4564
114253,9795
114256,7943
114263,3792
114269,6381
114280,6324
114282,7930
114289,2760
114292,15008
114293,5368
114304,5572
114328,12815
114329,4312
114333,2888
114334,6156
114337,12090
114344,7128
114359,1539
114363,3668
114364,6129
114376,8832
114385,28912
114391,5819
114402,5000
114408,1915
114418,5537
114423,3213
114431,6489
114441,6870
114456,3944
114458,2408
114471,2880
114475,9027
114478,5088
114492,1833
114493,6369
114497,6280
114499,4624
114500,8911
114507,16031
114512,4122
114515,7130
114520,5130
114523,1175
114524,1770
114529,3940
114535,3810
114536,9308
114547,3451
114552,7574
114553,10635
114555,4368
114557,17060
114559,5690
114561,3699
114562,3384
114566,9945
114571,2320
114586,7848
114587,6960
114588,3536
114599,9108
114602,12258
114604,1791
114606,7884
114608,22080
114609,2468
114611,5980
114615,1281
114617,3112
114622,27510
114628,5670
114635,2910
114641,32427
114642,2830
114651,7590
114659,9352
114664,17265
114669,4980
114670,22748
114671,5544
114675,4515
114679,4524
114681,3920
114687,2590
114690,7230
114695,2940
114696,6849
114697,18837
114700,3339
114707,15496
114712,6624
114719,2977
114732,4802
114735,2331
114739,4164
114743,2360
114745,8784
114746,2592
114751,6941
114760,6460
114762,4246
114763,2891
114765,2454
114767,3770
114768,8352
114769,5121
114778,4320
114780,2658
114783,3444
114792,2070
114817,2934
114829,3568
114833,22528
114845,2100
114846,20547
114851,7101
114860,4653
114865,19215
114877,8496
114881,19700
114882,4572
114891,7843
114902,4144
114905,8640
114913,5317
114921,2448
114926,4620
114930,7605
114932,7254
114935,3890
114940,6648
114942,2332
114943,3800
114947,9216
114949,7909
114952,2670
114953,18249
114964,28128
114966,16133
114967,4221
114974,2010
114987,5610
114995,10071
115000,4654
115001,17051
115006,12180
115010,2570
115011,4984
115017,36022
115021,3368
115024,8330
115038,14688
115040,6633
115049,2358
115053,3647
115054,5316
115055,2694
115060,8616
115068,8496
115071,25956
115073,3380
115083,3170
115099,1624
115105,2715
115109,3858
115113,9030
115116,4878
115126,6048
115139,3465
115151,8722
115153,1890
115162,3321
115197,10696
115198,4576
115199,1636
115210,8448
115215,2848
115223,21546
115226,3348
115230,6930
115250,2870
115252,7014
115266,11115
115270,6327
115283,6454
115294,3190
115306,6810
115313,12936
115314,4716
115322,4264
115344,7712
115350,3144
115363,4490
115364,3344
115369,5978
115379,2652
115383,6160
115385,5360
115387,34606
115390,8460
115391,11055
115397,2065
115407,2043
115408,8275
115413,19895
115427,2754
115447,3186
115454,7140
115464,6204
115477,1320
115478,3861
115491,4635
115496,7716
115497,7905
115502,5388
115505,8652
115508,3641
115511,7848
115514,4445
115515,4072
115522,6165
115524,1737
115530,13118
115532,1624
115541,8976
115546,3577
115547,2544
115552,10822
115555,6264
115563,5499
115564,10962
115568,6036
115573,4779
115583,2286
115589,12132
115592,5160
115595,1030
115611,27390
115612,6552
115616,10790
115623,16096
115634,5728
115647,3030
115649,1508
115662,4340
115675,1953
115676,4280
115689,22458
115691,16252
115692,3550
115712,6700
115716,3164
115717,6214
115722,9204
115724,4356
115729,2574
115732,4728
115740,6630
115743,2064
115753,4320
115754,8820
115756,1908
115758,5670
115770,4600
115771,2140
115775,5700
115779,5984
115780,4746
115782,3084
115785,5715
115786,5110
115800,1950
115804,53216
115812,4288
115813,3330
115820,9622
115821,67392
115822,3405
115826,4959
115829,5072
115839,4354
115843,11136
115844,6370
115845,5796
115846,22968
115859,4900
115866,6435
115867,2502
115869,7540
115875,3924
115876,2800
115881,3660
115883,6080
115885,2376
115892,3384
115895,2256
115903,4970
115908,4048
115912,45016
115915,5355
115921,5819
115923,5216
115924,9867
115926,2900
115935,5598
115947,36585
115948,3370
115954,6916
115957,2736
115963,5201
115966,7755
115972,4114
115974,5352
115981,11985
115987,3366
115988,3030
115989,3262
115990,2575
115996,6435
116000,4249
116004,5985
116021,1368
116027,8892
116029,3450
116035,2292
116036,22320
116038,3248
116040,3096
116042,4200
116043,3416
116046,6309
116051,5088
116054,2772
116056,3500
116067,7865
116073,2980
116074,8217
116080,3104
116084,5258
116088,5951
116105,5270
116108,4328
116109,7500
116132,5235
116140,3968
116165,3192
116175,2088
116179,3184
116195,3624
116196,10136
116198,6084
116213,9060
116227,900
116232,5445
116234,5210
116236,3512
116240,9997
116253,2415
116254,5973
116258,4608
116263,7997
116267,2350
116272,3824
116276,78064
116281,6253
116286,5072
116289,4960
116291,2373
116295,2552
116302,5864
116307,12450
116308,6201
116318,3156
116319,3960
116322,6690
116323,6540
116325,2720
116328,9268
116332,6468
116336,4419
116345,3870
116346,3636
116356,3960
116362,4445
116363,10263
116371,11326
116379,7056
116381,22300
116388,20273
116393,14880
116400,4328
116401,3048
116410,24750
116411,4740
116416,6633
116425,3990
116427,3912
116429,2199
116430,2255
116435,6017
116439,3990
116447,3619
116449,16739
116456,7572
116457,7510
116465,17271
116471,5445
116477,7290
116486,4464
116492,8864
116494,4689
116496,11774
116500,2776
116504,2781
116512,6468
116514,3102
116515,6182
116517,3820
116518,3685
116519,3636
116535,6885
116536,3612
116538,32230
116539,7856
116549,4908
116550,3132
116552,2556
116558,3960
116559,4284
116561,2520
116567,13168
116569,25920
116576,7728
116580,27278
116586,3110
116597,2595
116598,7469
116599,3864
116604,23976
116609,4560
116614,3584
116621,22747
116628,3091
116630,5370
116633,4758
116640,4125
116644,3033
116646,1696
116649,1404
116651,5973
116663,2032
116684,8547
116685,2604
116688,4214
116691,12516
116698,1421
116706,2272
116709,2190
116714,1745
116720,20740
116727,4840
116731,4030
116738,6227
116750,30300
116751,8074
116752,24518
116758,4970
116770,6256
116776,8622
116777,8388
116787,10052
116790,4410
116798,20653
116802,12384
116804,2812
116815,3234
116821,6594
116823,21528
116837,2036
116850,3332
116854,8172
116861,4290
116879,8832
116883,5679
116885,2616
116889,6228
116890,5030
116891,23443
116892,13320
116898,4592
116905,7692
116913,6446
116915,5720
116920,6468
116925,5770
116926,1765
116931,6300
116932,10818
116936,6020
116938,5148
116957,9384
116960,9120
116961,23364
116964,9495
116972,7380
116973,18260
116978,4543
116994,7840
116997,5760
117001,27132
117006,10995
117009,6721
117010,4942
117014,2673
117020,7700
117022,4910
117026,3192
117033,11632
117035,7966
117037,5676
117046,1878
117057,3501
117060,8220
117067,5208
117068,6321
117075,4660
117083,6622
117088,18195
117096,1440
117108,4540
117122,5096
117131,34560
117133,23760
117136,1760
117138,9320
117139,4158
117163,7936
117171,3916
117177,6612
117181,5844
117184,6244
117188,7056
117195,19573
117215,4024
117223,22330
117225,4400
117230,11520
117233,6201
117238,10094
117242,3288
117246,2816
117271,1690
117280,4535
117294,3432
117295,2814
117300,10186
117320,3200
117326,5300
117333,2860
117340,4890
117346,5385
117348,3618
117349,2080
117351,5400
117356,5712
117357,4144
117366,2590
117367,5302
117382,10976
117383,3456
117388,4170
117389,4296
117393,5952
117394,9338
117395,19580
117404,3276
117412,2296
117413,3085
117419,2408
117421,4745
117434,6816
117445,4842
117448,10764
117449,13264
117457,4064
117467,4992
117471,5640
117479,22044
117481,4338
117490,11018
117497,7296
117498,4734
117509,7616
117515,6045
117516,4284
117518,2299
117522,7228
117524,3960
117530,6276
117544,3892
117546,4456
117547,9928
117555,4470
117565,3204
117567,6318
117571,2002
117581,2601
117583,4014
117586,21627
117594,6136
117595,4500
117596,4280
117602,6832
117605,18854
117608,2628
117612,2472
117613,4329
117617,3520
117620,6590
117623,21798
117624,22078
117639,2716
117640,4788
117655,6150
117679,8052
117683,5280
117684,2385
117685,4176
117691,7813
117694,2040
117710,5500
117712,2920
117721,3223
117723,896
117727,3840
117731,5958
117735,3495
117742,3488
117746,3288
117748,4420
117751,3216
117753,9345
117763,4960
117773,4774
117780,7271
117784,6303
117786,21681
117789,1420
117790,3906
117798,5005
117801,5316
117811,3584
117825,3472
117831,3984
117836,7824
117843,8500
117850,8152
117853,4354
117854,16575
117860,4081
117867,5211
117876,6504
117886,1824
117890,2877
117891,5920
117892,3208
117893,4670
117896,11312
117903,6328
117907,4035
117932,4875
117935,7150
117944,3048
117957,3325
117964,3241
117965,2532
117973,3108
117985,13120
117986,8400
117990,5121
117991,9750
117994,3408
117996,6030
118000,6486
118002,4796
118005,4632
118010,5577
118011,13080
118017,5795
118022,2979
118031,2730
118041,10241
118044,3920
118051,3332
118058,7056
118067,14595
118072,2865
118074,2151
118079,3990
118083,1700
118086,2597
118091,3069
118094,8640
118097,25420
118106,5751
118109,1449
118110,3330
118112,5080
118117,3780
118121,18848
118141,10166
118142,3808
118146,7055
118154,4411
118158,7010
118159,6818
118173,2422
118174,7711
118178,2590
118180,10114
118183,1012
118190,3283
118192,6696
118210,3402
118227,1736
118231,5440
118232,5746
118237,2315
118248,5080
118265,3136
118273,6409
118274,4570
118279,6640
118284,3375
118291,4152
118303,1920
118305,2515
118323,7896
118330,4030
118333,8536
118344,2997
118347,2979
118348,2640
118355,2972
118370,4512
118381,2439
118388,4210
118393,4668
118396,9015
118400,2964
118402,2166
118403,2794
118408,9108
118412,6004
118413,1850
118420,5856
118425,8734
118426,3590
118427,5148
118428,2040
118436,7590
118443,5304
118445,9555
118452,4620
118456,5768
118462,29260
118463,4248
118465,4774
118466,1253
118467,3555
118469,5430
118470,1750
118473,4923
118474,4240
118488,3320
118497,5301
118499,3256
118508,10959
118515,2710
118529,4488
118530,4464
118531,3606
118533,7414
118534,6240
118537,8206
118550,8592
118552,17020
118554,7436
118558,8932
118561,7425
118570,3552
118580,17150
118581,4059
118582,10766
118586,10047
118587,21166
118588,9058
118592,3654
118593,3938
118596,2786
118599,6182
118608,5005
118610,3852
118611,4059
118613,6380
118623,3408
118635,3015
118639,4770
118645,4037
118647,12529
118661,7966
118663,12325
118665,9520
118666,17802
118677,5742
118678,3388
118679,21714
118688,8835
118689,5292
118692,5484
118693,8160
118696,5030
118708,9410
118713,3928
118716,8853
118719,4185
118723,12838
118727,10064
118732,2502
118736,3344
118737,2590
118746,3150
118748,4719
118757,1998
118761,5400
118767,15066
118773,4960
118779,8976
118782,5100
118783,2604
118788,10621
118805,4320
118810,1540
118811,21021
118813,3059
118823,4444
118827,2052
118834,4584
118849,2429
118853,29874
118859,8138
118862,22284
118877,1450
118882,2496
118883,10794
118889,6886
118892,2685
118893,4123
118899,4008
118904,4698
118924,24460
118926,2085
118929,1930
118934,5731
118940,4480
118947,6120
118952,19074
118962,3861
118964,24176
118973,5710
118988,6720
118997,5910
119013,39721
119024,29392
119026,7524
119027,7040
119031,2832
119040,21033
119046,6088
119050,2604
119051,2445
119063,7900
119068,9394
119082,2808
119091,5650
119092,6012
119093,5670
119098,7980
119101,2025
119102,1936
119111,3652
119114,2716
119115,4741
119116,4914
119130,3829
119134,6620
119146,2943
119148,7490
119150,6660
119156,20944
119160,4887
119167,3553
119178,32373
119192,10696
119195,4815
119201,4020
119203,4644
119207,3346
119214,5040
119217,4752
119218,22869
119222,5136
119225,7248
119226,3456
119229,4065
119236,10656
119242,3672
119243,2688
119249,37044
119255,2058
119257,9432
119258,2255
119265,4392
119276,3568
119289,5236
119296,5236
119309,4392
119320,7748
119337,2024
119339,7856
119340,6061
119345,8800
119347,18018
119357,3423
119369,3681
119376,18090
119382,4795
119383,8638
119385,25366
119386,5388
119390,5229
119392,3822
119401,3718
119405,6885
119411,18071
119414,8310
119415,2330
119419,5265
119423,5940
119439,10320
119448,6228
119454,6360
119458,5202
119462,4350
119472,8472
119474,5973
119485,3486
119495,12690
119496,14736
119512,21168
119514,5896
119526,9744
119531,2730
119534,4390
119548,5599
119549,6045
119556,2870
119568,15922
119571,3576
119575,6820
119581,4956
119582,7016
119586,5357
119588,2868
119589,5928
119591,3325
119603,2070
119604,4665
119612,3536
119617,26922
119620,6828
119628,4500
119632,4448
119634,2301
119635,2948
119639,5302
119646,18473
119650,2010
119663,5530
119668,5484
119673,4770
119686,12320
119690,3252
119691,17920
119710,9639
119711,2385
119712,2640
119713,3102
119716,4500
119718,5024
119733,6160
119735,1170
119746,16965
119750,2905
119761,2430
119773,5922
119774,2730
119777,2590
119781,14088
119783,4374
119787,15348
119790,3406
119792,7032
119806,6462
119812,6480
119818,4410
119819,4356
119826,4312
119832,2390
119833,11135
119834,7695
119835,5456
119837,3340
119841,6228
119842,2365
119846,2910
119847,3688
119853,22530
119867,4249
119870,4130
119871,2368
119872,3318
119876,1970
119878,9383
119879,7830
119888,2030
119889,3890
119893,5299
119897,5516
119899,3423
119900,5512
119910,2702
119912,4025
119913,584
119914,7860
119932,3010
119937,6828
119954,3339
119959,4394
119960,6344
119963,5436
119966,2916
119967,8526
119980,6171
119983,4476
119984,6539
119989,2184
119996,5454
119999,9072
120000,2592
120009,6780
120028,5580
120034,2580
120051,1953
120053,9911
120055,9559
120057,3073
120060,2338
120086,7968
120092,6190
120104,4807
120105,3675
120106,2268
120107,3756
120110,14145
120115,6006
120117,5512
120131,5733
120135,7410
120137,7601
120138,2338
120144,25902
120162,3146
120173,5390
120178,1156
120184,2856
120191,3952
120194,5681
120195,4680
120196,5152
120202,5390
120213,3731
120223,4144
120225,3339
120232,4136
120235,8256
120236,2930
120243,4598
120247,3204
120248,5680
120254,3232
120265,11988
120269,2895
120271,8265
120282,6498
120285,9031
120292,4851
120302,4648
120313,11084
120314,4296
120320,5291
120323,3915
120333,4301
120337,3969
120341,1140
120342,5643
120345,8970
120346,24242
120360,3990
120361,4816
120363,14784
120369,7227
120374,31296
120383,3507
120391,1776
120392,11265
120394,9590
120401,4082
120412,6940
120414,3822
120417,5824
120422,7865
120432,3028
120435,4818
120445,12206
120453,2784
120455,5520
120457,6372
120462,4400
120467,19040
120469,1650
120471,4392
120473,6300
120479,2742
120482,3856
120491,4836
120492,3249
120498,4176
120501,5820
120505,4420
120506,4788
120516,3384
120517,4923
120518,4776
120525,8138
120526,3376
120530,22914
120532,4634
120537,5271
120545,4280
120547,4455
120550,4878
120554,3050
120555,6280
120557,7275
120561,3766
120563,5460
120582,1544
120585,3504
120604,17850
120609,5885
120611,8138
120614,2493
120629,3328
120631,5664
120638,6112
120646,48804
120648,4169
120651,5850
120652,8853
120657,6296
120659,5340
120664,3560
120666,18048
120677,2443
120682,4845
120685,6735
120689,3810
120690,4300
120692,8697
120697,2763
120701,19261
120702,4960
120710,1044
120717,2947
120727,1862
120728,4060
120735,6853
120737,4886
120742,3300
120745,6146
120746,8749
120759,4103
120760,15143
120769,15345
120780,2896
120784,6292
120797,5247
120806,3768
120821,6540
120839,13785
120840,7397
120843,3927
120845,1550
120850,7139
120862,2885
120864,8591
120872,8708
120874,2570
120875,8448
120877,21546
120888,2989
120889,3395
120895,5778
120897,6435
120898,16896
120900,924
120904,12852
120914,8806
120930,6279
120932,4214
120933,9140
120953,5954
120962,2115
120964,4950
120969,4767
120970,3584
120971,10580
120973,3575
120980,2694
120984,2030
120989,6754
120997,5360
120999,18050
121001,3674
121006,3135
121018,2470
121021,6237
121027,11312
121029,2640
121034,7018
121035,7080
121040,3978
121042,3128
121076,13312
121077,10960
121082,9647
121090,1804
121098,6678
121104,8310
121105,11070
121106,7150
121107,5440
121119,20760
121145,4448
121146,6580
121148,3984
121151,4524
121153,1962
121159,23540
121166,2275
121177,3416
121183,2916
121185,1490
121188,2611
121196,2892
121207,6300
121211,1700
121214,4326
121229,2256
121232,5012
121236,19708
121241,3660
121256,3636
121277,2031
121279,60696
121281,7500
121292,6180
121306,2520
121307,3138
121311,1800
121313,19725
121319,14552
121326,2919
121333,11326
121334,3960
121336,12135
121358,2170
121362,3168
121366,5586
121368,2944
121371,3000
121382,2592
121385,22862
121386,9900
121387,3642
121406,3045
121407,4544
121412,4812
121418,3816
121423,3900
121428,6216
121430,2060
121434,8940
121436,6380
121437,14191
121439,2817
121446,5082
121449,9226
121450,3421
121452,5022
121453,1660
121456,7260
121462,6660
121469,4940
121472,11184
121479,4450
121485,1795
121490,8460
121491,6600
121495,25024
121498,5654
121508,3029
121514,5486
121515,6816
121518,3950
121522,6660
121526,1035
121529,4290
121531,6888
121539,7371
121540,5681
121548,6696
121565,8224
121568,2808
121570,5238
121571,14773
121577,2816
121584,27912
121585,2832
121588,6248
121589,6006
121591,8502
121592,6670
121603,35016
121607,19900
121611,9552
121617,3653
121619,26541
121621,9478
121623,17347
121631,3744
121647,12376
121652,4524
121657,6016
121659,17688
121671,9854
121674,1890
121679,4994
121684,6721
121687,3770
121697,6732
121700,5984
121705,6622
121708,5104
121717,6264
121718,3409
121721,4704
121727,5720
121728,2982
121729,4015
121734,6870
121748,6692
121751,5210
121752,2996
121766,6760
121769,3045
121770,2552
121771,35430
121773,7000
121776,9952
121780,6524
121790,6552
121809,5624
121810,9087
121811,2233
121812,5973
121817,4410
121822,8855
121824,2036
121828,10285
121829,4050
121842,4102
121845,5580
121853,16116
121865,1251
121868,4710
121869,2259
121880,1267
121881,14688
121884,2569
121886,30383
121901,3876
121908,40788
121911,10624
121919,2646
121922,1482
121926,5496
121928,3968
121952,8700
121956,10620
121965,3330
121967,4624
121972,4410
121975,3740
121981,3600
121991,8593
121998,3402
122002,4010
122003,5236
122004,3015
122016,7620
122028,5401
122044,3171
122051,1986
122054,3330
122062,2763
122065,2500
122072,1688
122081,9366
122082,5880
122084,20401
122087,4608
122090,3993
122093,4082
122095,2628
122114,2490
122116,2570
122118,4781
122128,1640
122139,4776
122153,3483
122155,3960
122161,6930
122168,4158
122169,4221
122188,6651
122192,15918
122200,6832
122206,2370
122208,5368
122212,8983
122213,5650
122217,3789
122219,7044
122221,8064
122226,16984
122227,3927
122231,8381
122235,10143
122236,1729
122238,3084
122240,11088
122243,3765
122244,6732
122251,12172
122259,1911
122261,4509
122265,3906
122267,2673
122276,4950
122277,2772
122284,3950
122293,3537
122298,7260
122299,12896
122302,4930
122306,5874
122315,1428
122323,4991
122326,4293
122328,7535
122330,3016
122332,6564
122334,7513
122337,21777
122353,6252
122359,6588
122365,4872
122366,2520
122367,2454
122373,4862
122374,5159
122381,4977
122385,4116
122386,2040
122388,1842
122389,3952
122400,5496
122405,2215
122407,3416
122408,7296
122412,7514
122420,4008
122422,15571
122426,5328
122432,6292
122437,1755
122442,5460
122446,4728
122447,8359
122472,5390
122478,11560
122481,6720
122482,8931
122486,9108
122489,2015
122497,7403
122505,20808
122509,7030
122510,6118
122515,4599
122528,14532
122541,12592
122546,4833
122551,2376
122556,2750
122559,6000
122560,2690
122562,1771
122567,6496
122572,7932
122575,7695
122579,4788
122580,6402
122585,8853
122586,3038
122588,2043
122593,7695
122598,5964
122612,3601
122614,2570
122616,5410
122617,864
122625,5256
122630,9540
122632,5565
122633,7020
122635,2928
122652,4342
122653,5920
122665,4455
122674,5499
122675,7578
122679,4356
122684,5410
122693,2870
122700,6804
122707,2820
122708,9180
122709,3476
122718,2646
122719,8480
122723,872
122744,3411
122745,3550
122749,8638
122760,2965
122761,3132
122764,3537
122775,23504
122777,16874
122782,30384
122798,7683
122804,6916
122807,5742
122811,7392
122820,2940
122821,5436
122830,4300
122836,9168
122843,4912
122847,11230
122849,6256
122850,18187
122854,7905
122856,25376
122864,20159
122865,5824
122884,7845
122888,5312
122894,9300
122901,4024
122906,4004
122908,3234
122909,24620
122917,8430
122918,1610
122930,4563
122939,5232
122940,2807
122941,2128
122945,2955
122956,8840
122959,2320
122964,4599
122965,28160
122967,51125
122968,26450
122979,23122
123004,16666
123007,3608
123009,1863
123010,7180
123016,3614
123036,3960
123044,6240
123056,11662
123060,4257
123065,5568
123075,595
123081,7776
123131,8764
123132,7821
123134,5820
123139,26752
123146,1872
123147,2584
123148,870
123169,4424
123172,2632
123178,4149
123181,2436
123184,6816
123203,6150
123209,3792
123217,1408
123228,2406
123235,16104
123236,4800
123239,4888
123241,26887
123248,3420
123253,4976
123255,2065
123258,4994
123261,5892
123263,9709
123274,4233
123276,1820
123277,11490
123278,3528
123285,4959
123286,5931
123289,6853
123290,4774
123311,4806
123314,1820
123316,7173
123322,18744
123328,4895
123331,2840
123333,7546
123346,3036
123349,2781
123357,1902
123358,999
123360,2840
123363,4208
123365,2412
123372,3472
123378,2808
123384,12530
123391,3178
123395,4529
123399,9204
123402,6030
123412,4008
123416,3488
123423,3270
123424,2190
123425,1752
123430,5856
123432,2653
123437,5832
123455,4504
123457,10426
123458,5160
123460,20175
123471,7485
123479,7917
123480,6832
123485,5432
123493,5616
123495,2907
123500,4455
123512,1939
123518,5408
123519,3003
123521,2088
123545,4024
123547,3384
123548,24220
123558,4400
123576,3372
123577,6700
123584,4200
123591,5772
123594,4512
123599,7596
123621,2368
123627,7434
123635,5681
123645,2224
123646,5421
123650,9867
123659,3663
123660,3800
123664,10754
123667,6237
123674,5280
123675,23100
123685,4194
123698,4336
123701,2388
123703,1645
123704,4598
123706,8569
123715,3060
123716,3090
123725,2160
123733,3962
123735,6354
123743,6200
123744,5364
123748,7964
123750,1939
123751,8385
123753,6019
123754,4941
123759,4125
123762,9152
123764,2048
123767,7630
123769,6139
123772,2891
123777,50400
123782,3185
123787,7389
123790,12350
123791,15075
123796,9418
123801,4092
123810,2415
123826,5952
123828,2440
123831,4235
123834,4088
123842,4059
123844,9702
123845,3318
123847,8000
123850,9156
123851,19437
123868,10850
123869,3927
123875,4704
123877,6699
123884,4382
123892,9696
123894,3355
123906,2485
123912,16562
123913,3352
123919,2200
123921,1884
123927,10290
123935,2610
123939,3640
123951,3668
123959,642
123962,3085
123963,9885
123971,852
123988,2756
123990,2862
123991,4420
123994,3830
123999,4060
124015,407
124018,4368
124020,3773
124021,3312
124027,3806
124029,2550
124038,5940
124043,2430
124045,4452
124048,3370
124054,6315
124061,6162
124066,3575
124072,1547
124079,5301
124098,3828
124100,1280
124101,1737
124108,5590
124110,4660
124113,6327
124124,12937
124126,6072
124146,1442
124151,5139
124153,5496
124154,8385
124156,1620
124168,8260
124174,6381
124175,3200
124178,3130
124183,8172
124187,1746
124205,2740
124209,6941
124212,5144
124213,2600
124214,1764
124222,2250
124224,33993
124231,5642
124240,5040
124254,5632
124258,4056
124264,6759
124265,3421
124268,19656
124284,4005
124288,4760
124293,2532
124307,2952
124322,4842
124335,2085
124336,4730
124338,3960
124344,4732
124358,6820
124360,4632
124368,5936
124374,5049
124384,10668
124389,11872
124394,4350
124410,6692
124411,2862
124414,4368
124415,1698
124430,13481
124431,2492
124434,3808
124453,8879
124455,2745
124456,6610
124462,4275
124463,2844
124466,6512
124467,3848
124488,6253
124489,5978
124492,4901
124501,3913
124502,1040
124507,21075
124508,3408
124517,8628
124528,24534
124536,10920
124537,6474
124538,10860
124548,34104
124552,4571
124553,4389
124574,15084
124578,3552
124585,1272
124591,10197
124592,6840
124600,2624
124602,3051
124606,18450
124613,4872
124614,13024
124624,8502
124630,8993
124643,4708
124665,19072
124671,1785
124673,5148
124674,19274
124678,4800
124680,1778
124693,50640
124703,5643
124708,6624
124713,16321
124721,4186
124722,11925
124727,2569
124731,4200
124736,4020
124737,9776
124740,1008
124741,3834
124744,5604
124749,6996
124752,24980
124753,15523
124756,15152
124757,4176
124760,3051
124776,28132
124780,8515
124792,25092
124796,7288
124803,7850
124806,2241
124807,7924
124813,4151
124814,3512
124815,5240
124820,8216
124827,3564
124839,2373
124844,6444
124849,4830
124851,4191
124861,6088
124866,3472
124867,1770
124868,4017
124881,4998
124893,2700
124896,3630
124901,3555
124906,1309
124913,32151
124920,5355
124924,1274
124928,3760
124932,4144
124933,9801
124938,7434
124963,13226
124964,6039
124968,7128
124969,5058
124974,7475
124982,2574
124985,2952
124989,27234
125000,44735
125002,4194
125006,6435
125012,5838
125014,3790
125017,4662
125018,4214
125020,3410
125022,3726
125026,15840
125028,3910
125031,26244
125035,4238
125036,4812
125041,7208
125045,3222
125049,5712
125050,5568
125055,4746
125058,3620
125064,7090
125068,7364
125069,4303
125081,3264
125082,2814
125084,4690
125089,3584
125090,8235
125091,5229
125098,6384
125099,6192
125103,6300
125126,2802
125130,3720
125144,2215
125149,5590
125150,2104
125152,3580
125153,4144
125156,3552
125157,5296
125158,7164
125172,1785
125181,5058
125188,3552
125193,7348
125197,3708
125200,5880
125207,3015
125212,1825
125218,5370
125227,24922
125231,4221
125232,6976
125237,6139
125245,3514
125284,804
125290,4188
125305,5880
125309,5537
125310,3750
125312,32375
125313,2628
125316,8490
125319,4824
125324,4214
125327,9540
125328,8625
125335,66842
125340,15858
125347,3040
125350,2922
125353,2651
125355,872
125357,3380
125360,3798
125363,5436
125368,3504
125369,2420
125370,7952
125372,18814
125373,21185
125385,3582
125389,4837
125390,4860
125391,6272
125410,5038
125411,2392
125425,3980
125433,8470
125434,4136
125435,5577
125438,3454
125440,27368
125443,4690
125451,10615
125460,9072
125468,2910
125476,1330
125492,3353
125494,4959
125496,22032
125498,2899
125503,1916
125506,4347
125510,5138
125513,3447
125523,5319
125529,3040
125532,6105
125535,5625
125537,1448
125540,4482
125542,742
125546,3897
125559,3440
125560,2200
125565,3608
125584,7864
125585,6251
125592,6792
125593,5940
125595,49800
125597,4032
125598,3465
125603,13032
125606,33396
125608,3270
125623,5040
125628,10370
125633,7648
125645,5040
125670,42264
125672,21183
125682,1650
125685,8536
125694,8388
125697,5304
125698,5775
125705,2745
125713,1253
125728,3400
125731,4404
125738,5654
125739,3954
125750,5832
125757,3546
125759,31275
125763,1890
125770,3696
125779,4890
125780,4191
125782,10231
125784,5580
125786,4404
125791,28660
125792,5026
125796,20454
125809,1920
125817,3656
125823,2540
125824,1883
125827,2288
125832,1425
125834,3564
125837,4332
125844,6924
125852,8274
125855,3078
125857,11382
125872,3510
125875,3150
125876,3830
125879,3276
125884,10215
125904,8203
125914,4104
125918,3165
125922,2568
125923,7980
125928,2870
125929,3080
125952,17518
125957,5247
125960,6132
125961,4690
125963,6780
125965,2926
125967,3430
125976,4690
125977,6564
