k,summ
75589,5931
75590,14480
75593,2982
75597,7470
75606,2280
75619,7500
75628,2025
75648,4150
75651,3684
75659,6768
75661,3507
75684,1992
75695,34804
75709,3110
75715,2214
75720,2295
75727,1136
75734,4640
75753,1820
75760,6810
75785,3420
75792,3390
75799,12675
75803,8918
75804,2635
75805,18375
75807,5870
75808,6168
75811,3588
75816,5124
75817,5335
75821,3627
75823,7557
75832,12112
75842,4123
75856,4740
75857,4069
75868,7070
75869,3492
75875,4296
75877,6735
75880,3834
75890,5247
75901,2520
75906,6147
75913,6617
75914,4072
75917,5352
75918,1872
75919,4213
75922,5936
75926,1569
75931,6296
75935,8604
75936,1467
75938,15414
75948,5900
75956,21505
75958,2359
75961,1828
75966,12256
75968,5112
75981,4972
75982,81900
75986,3710
75990,15457
75997,5642
75998,2312
75999,2166
76033,6201
76036,5864
76048,5364
76051,4319
76054,1897
76055,6957
76060,5265
76066,6450
76067,8070
76076,1617
76083,3222
76084,3798
76089,19629
76095,3792
76108,7599
76111,6524
76120,4236
76125,2656
76126,1672
76130,3904
76143,3256
76151,4080
76152,7072
76165,4326
76167,2216
76172,5395
76173,5840
76175,8292
76180,9716
76183,2276
76186,4872
76191,5400
76194,7083
76195,3070
76201,1248
76205,6030
76210,6705
76212,3256
76213,4344
76214,2880
76216,3776
76229,6963
76243,3910
76248,2358
76251,24985
76258,4290
76267,5379
76271,10569
76280,2743
76285,4890
76289,9240
76293,3426
76298,12915
76300,3798
76303,7524
76307,8040
76311,4354
76315,1740
76319,7294
76323,7350
76334,9180
76339,4896
76350,3096
76352,5600
76353,1665
76356,1052
76360,6102
76362,4707
76364,4650
76373,7735
76374,1416
76380,6864
76382,2592
76386,3070
76395,4920
76396,11825
76399,4890
76404,6776
76408,3699
76409,5175
76410,5152
76414,2718
76415,1458
76422,3568
76430,2385
76432,1692
76433,4018
76438,644
76442,6489
76452,3960
76458,4960
76462,11376
76500,7436
76501,4440
76502,3483
76509,4350
76511,7392
76516,6799
76523,3245
76535,7038
76538,3150
76544,3096
76546,4123
76549,1524
76551,12600
76553,3780
76555,4771
76563,3168
76566,4844
76567,3736
76571,1782
76578,4221
76581,13753
76594,5962
76607,7020
76614,2604
76615,4730
76617,6510
76621,5096
76622,6048
76625,15652
76629,7152
76638,4608
76641,7381
76645,3609
76647,4272
76654,3366
76661,4242
76665,4653
76669,2844
76670,2219
76673,2740
76686,4590
76694,4960
76697,6886
76698,2673
76699,3633
76706,21164
76707,13792
76719,6990
76725,5135
76726,5048
76733,5026
76740,23060
76741,2744
76742,2478
76745,8671
76747,19533
76748,6420
76750,6992
76760,1230
76771,5192
76774,6804
76776,18070
76781,20682
76799,10968
76823,11410
76852,3800
76856,6744
76860,5696
76869,6396
76873,4296
76890,5796
76895,2268
76899,4190
76914,5118
76916,1540
76921,1384
76924,3069
76925,6259
76927,7812
76929,7513
76951,6632
76954,6228
76963,5480
76966,23472
76968,5190
76970,10872
76971,1545
76973,4512
76976,3768
76991,6620
76992,2604
76995,1374
77005,3177
77013,5688
77023,4692
77026,20400
77027,19057
77031,6100
77033,5316
77038,4330
77039,3157
77040,3168
77043,1855
77044,752
77048,4788
77049,5334
77055,4088
77065,3710
77077,7488
77079,8370
77084,5090
77089,9729
77096,4420
77097,17600
77099,4521
77101,4176
77106,25092
77126,41400
77129,6799
77139,8190
77147,6580
77150,5976
77152,7605
77157,5810
77158,5844
77161,5271
77171,1664
77177,4488
77184,2142
77193,2650
77201,2880
77204,2730
77215,3222
77222,1776
77223,18396
77224,3910
77228,5423
77239,4504
77241,4236
77243,6094
77257,7910
77276,4440
77289,4221
77290,6147
77304,4599
77306,2826
77324,1075
77338,7714
77339,4932
77341,1852
77345,2064
77347,8160
77354,9840
77355,5688
77358,4235
77363,2847
77364,2724
77374,884
77375,7228
77376,9450
77377,2140
77380,6748
77385,2107
77406,6129
77411,13251
77419,5520
77420,2904
77428,6182
77434,3136
77436,10566
77483,4270
77486,3612
77487,21525
77491,7232
77494,3192
77500,2688
77504,9248
77506,1745
77514,2608
77516,2432
77518,3348
77520,4494
77526,5835
77541,2592
77542,6344
77557,3157
77560,4984
77573,8502
77594,4752
77601,4928
77604,2164
77624,7657
77628,5337
77636,1875
77637,27072
77643,10770
77653,25093
77654,4580
77659,7956
77679,10104
77680,5408
77684,4330
77691,6809
77697,2540
77701,111672
77702,890
77721,5220
77727,1539
77728,1540
77733,4342
77734,4291
77735,4932
77736,10800
77741,11648
77744,8657
77750,3577
77761,34655
77765,7713
77768,4719
77774,8784
77785,6240
77792,2470
77794,3120
77796,12880
77808,27577
77811,1160
77812,1917
77818,3774
77822,8415
77828,14496
77829,3920
77832,5274
77833,3285
77837,6214
77839,3523
77843,2736
77844,7380
77858,10180
77867,20142
77874,9009
77877,46864
77881,9100
77889,783
77893,10989
77899,9064
77902,11640
77904,7344
77914,4580
77922,11016
77929,1395
77941,11415
77951,4939
77959,4774
77963,8808
77966,5754
77968,26334
77974,4112
77976,2876
77980,2268
77982,3447
77994,1830
77996,4774
77999,7447
78000,7936
78003,5830
78007,6348
78010,4779
78011,6230
78022,2172
78029,4147
78039,5707
78047,4000
78050,36859
78075,6876
78079,10080
78081,4719
78090,2862
78093,6259
78098,6270
78103,3553
78109,7326
78110,10170
78123,2580
78129,6048
78137,1716
78140,3843
78141,2160
78143,9542
78146,6138
78173,9872
78177,5928
78184,7447
78194,2343
78202,4950
78203,2184
78205,29260
78207,4860
78208,7004
78225,4977
78237,2136
78258,2815
78263,4490
78268,2653
78274,4060
78285,6750
78287,5652
78288,17610
78289,6412
78293,22032
78294,7766
78295,6240
78296,5240
78303,3430
78307,2860
78313,2928
78318,7425
78327,4284
78336,5044
78340,2988
78343,18816
78346,3420
78348,7028
78350,4000
78357,9870
78362,7880
78376,4368
78383,2960
78392,10880
78402,5052
78407,4268
78410,1736
78411,31204
78414,6240
78418,2540
78421,2460
78422,3432
78433,3186
78434,3145
78435,8602
78440,2630
78441,1820
78446,8655
78451,1881
78452,5316
78455,5370
78458,2282
78459,798
78461,5962
78462,2988
78475,7788
78476,21696
78482,10890
78484,7120
78485,5985
78486,1000
78487,2625
78490,9922
78502,2043
78510,5928
78511,10052
78513,8082
78515,4224
78521,2905
78527,480
78529,18791
78539,6446
78546,2499
78556,7574
78569,6264
78574,847
78594,1820
78602,2904
78603,59325
78612,1688
78616,8130
78617,5616
78622,5511
78626,5224
78629,3231
78635,885
78637,5782
78649,6391
78650,6227
78651,13986
78678,6110
78692,6331
78696,1230
78700,6408
78707,27162
78714,3030
78720,4959
78729,7430
78748,8536
78751,10087
78753,2448
78762,3454
78765,4536
78768,2250
78775,2354
78780,7587
78787,54813
78789,7117
78792,1062
78793,3141
78808,924
78809,7326
78825,5570
78835,3368
78839,7293
78841,3015
78844,27850
78847,3584
78849,4676
78858,5071
78859,27060
78862,3624
78868,2394
78870,7865
78885,7888
78886,23400
78896,3080
78897,7160
78901,6838
78906,3714
78909,35896
78910,3905
78917,20286
78919,7111
78923,2332
78930,6006
78931,3290
78934,4430
78937,3944
78959,2072
78961,3816
78963,11084
78965,4059
78970,48132
78973,2808
78979,4221
78983,10582
78999,7956
79009,6348
79012,7479
79015,2992
79026,6594
79030,31375
79031,5172
79032,2496
79037,4983
79057,22375
79059,35464
79063,7730
79066,15540
79070,6230
79071,4125
79073,3900
79075,2948
79080,1640
79082,11949
79083,26372
79084,5467
79086,49350
79092,11232
79093,5384
79097,5922
79098,4970
79102,2268
79107,4186
79110,6036
79120,6171
79125,1035
79130,414
79134,4168
79136,2670
79151,6941
79152,2112
79154,3458
79157,5026
79158,7824
79170,3004
79171,5166
79177,6630
79180,1938
79185,4256
79202,19873
79203,6118
79213,6129
79216,4498
79221,5592
79223,6300
79232,12397
79236,3010
79238,1110
79243,2810
79247,5868
79250,6190
79251,3285
79253,8805
79262,9581
79264,8715
79269,8316
79275,3954
79276,1539
79279,3840
79283,2752
79293,6443
79295,3492
79302,3070
79310,5190
79313,4710
79324,3289
79332,2616
79335,2968
79339,7854
79343,21413
79361,4600
79362,6512
79363,3536
79387,4704
79389,3726
79391,3915
79396,8016
79399,3255
79401,4329
79402,5067
79404,4848
79407,6398
79414,3568
79419,4620
79420,2535
79425,3380
79427,3055
79433,2520
79436,3580
79437,3100
79438,2680
79441,4856
79455,8270
79459,7436
79463,4736
79475,2282
79477,7512
79481,8541
79487,5160
79490,5135
79493,6252
79509,2120
79516,4686
79521,2345
79526,8450
79528,4744
79532,4683
79537,5109
79539,4155
79540,10914
79549,7909
79551,4842
79557,6244
79561,4630
79565,3789
79574,6039
79576,3624
79577,2255
79579,2044
79583,4408
79584,74880
79586,3816
79587,8796
79588,6570
79600,3712
79605,4928
79620,4832
79622,3684
79628,5697
79633,3380
79651,9684
79654,19361
79663,3213
79666,18280
79669,6644
79673,4850
79675,19992
79683,14415
79687,8235
79688,4490
79706,5698
79707,4581
79708,5094
79721,8749
79726,7410
79728,1200
79735,10208
79748,3012
79750,21744
79752,8656
79758,2816
79760,7404
79761,4529
79765,2892
79769,7007
79772,8850
79773,3757
79777,8216
79788,5544
79793,7440
79810,5388
79814,4792
79817,4112
79825,8910
79830,5410
79832,5780
79837,3714
79838,2772
79842,8488
79848,4788
79849,1932
79861,3609
79871,5632
79875,5200
79877,3374
79897,23260
79900,7480
79903,4440
79908,8646
79910,5516
79915,4655
79921,2775
79924,19866
79933,1776
79938,8172
79940,4301
79941,4776
79947,4707
79955,1584
79957,5808
79978,8904
79982,3078
79987,7404
79998,6045
80009,5670
80011,2176
80015,5018
80020,31175
80026,5362
80028,5654
80035,5768
80038,2988
80039,3690
80049,3366
80053,9780
80069,5731
80070,4376
80074,4088
80087,7024
80088,7098
80089,1950
80092,3996
80095,1554
80105,7588
80106,2432
80109,17272
80117,7425
80118,3258
80122,1336
80124,21140
80129,8176
80130,6830
80145,7428
80154,5432
80155,12096
80157,4680
80171,8944
80172,3732
80180,3024
80182,10720
80186,10108
80194,3562
80195,3256
80197,13124
80199,3570
80208,4320
80213,3744
80216,9240
80218,8904
80227,7423
80228,4563
80232,1675
80251,12790
80261,8376
80263,2124
80268,2448
80287,2320
80288,3240
80291,15057
80295,824
80305,3416
80307,16507
80313,5319
80317,4563
80321,15246
80339,9408
80342,1440
80347,5418
80350,4824
80354,5005
80355,8778
80360,8700
80365,2975
80367,6636
80373,5244
80375,3520
80376,9367
80377,16918
80379,3135
80382,3003
80390,4026
80392,3443
80394,5640
80395,11917
80398,2824
80399,4872
80419,4615
80427,8160
80430,5310
80439,6855
80448,2760
80450,2120
80453,2925
80459,2681
80460,3493
80462,1848
80463,4445
80466,3054
80473,6890
80482,5424
80491,3980
80494,3519
80497,3450
80501,9053
80502,1062
80508,2460
80509,6192
80510,1488
80512,2370
80516,1956
80529,5031
80542,3456
80547,5533
80550,2226
80553,2104
80556,2680
80561,21170
80564,9282
80579,11690
80581,5916
80592,8239
80600,9044
80610,17052
80621,2004
80625,8096
80629,2232
80635,2534
80636,1580
80640,11148
80643,7238
80649,2961
80654,10302
80664,6300
80668,6680
80672,6435
80680,5247
80687,8550
80691,6253
80692,1116
80694,3176
80696,10800
80699,21978
80707,15960
80709,5610
80713,9440
80721,2728
80723,5008
80729,3264
80736,4374
80738,2466
80741,2345
80743,8904
80748,4707
80749,6342
80750,6132
80751,3878
80752,9344
80757,25146
80758,6279
80761,4752
80762,8080
80764,21924
80767,3696
80768,4400
80780,2466
80781,4345
80782,3745
80795,4944
80806,4064
80818,5055
80828,3890
80829,5643
80843,8540
80851,3942
80854,5049
80857,7218
80858,5896
80859,4690
80860,4565
80866,5676
80871,4540
80887,6624
80890,3708
80893,8382
80896,5720
80902,1248
80903,3710
80914,12516
80922,2820
80937,3577
80938,8536
80941,13460
80950,3829
80951,2862
80956,8976
80959,3736
80971,6336
80975,8481
80986,4108
80993,3445
81044,6471
81050,25557
81053,17703
81062,3480
81064,4150
81083,6219
81088,26040
81104,4746
81105,3265
81106,6765
81113,4648
81122,3757
81129,6707
81131,5770
81140,3390
81150,3416
81151,2936
81153,5700
81156,15120
81168,5214
81169,4150
81172,19866
81179,11063
81187,4325
81195,2794
81206,4144
81207,5796
81216,11682
81219,7847
81223,4123
81233,5232
81235,8600
81236,4200
81237,3861
81238,21480
81243,12720
81244,3240
81252,9264
81257,5560
81269,4848
81273,5512
81301,8496
81305,3640
81306,4599
81311,3824
81315,4671
81320,11040
81321,1344
81322,9075
81326,38300
81331,7497
81332,3523
81344,4900
81345,2096
81352,3936
81358,2520
81368,31416
81373,5984
81377,5796
81379,5538
81381,4554
81384,1841
81385,7271
81391,3852
81402,7686
81404,6160
81422,5496
81435,4235
81442,4340
81445,4572
81446,6318
81450,6600
81452,7356
81458,1869
81461,5388
81471,8430
81475,3670
81477,5593
81484,11076
81493,3252
81499,4510
81500,7799
81501,1585
81504,22428
81506,13878
81513,5220
81516,9424
81519,6809
81540,15480
81543,3530
81544,3563
81549,4914
81550,2926
81552,5470
81569,7530
81573,4914
81575,1684
81582,3479
81591,2912
81594,7836
81599,5260
81609,3263
81610,2768
81612,3632
81613,2344
81622,2007
81626,3612
81636,4280
81639,2204
81642,7956
81643,2954
81651,29070
81655,6580
81659,9270
81675,2676
81677,6253
81678,4147
81679,8772
81681,4367
81682,2223
81688,3256
81698,28056
81701,11184
81702,1616
81704,3948
81706,4949
81723,4554
81737,3776
81746,4248
81747,7716
81753,5481
81757,4849
81759,1665
81764,3367
81765,3773
81771,2264
81772,5929
81773,4940
81777,5142
81778,2226
81782,870
81784,8970
81787,7992
81789,2780
81791,6420
81792,7182
81797,5553
81803,6790
81814,2219
81820,8400
81821,2455
81833,3759
81838,8690
81839,10285
81842,2754
81843,4671
81846,8160
81847,41888
81858,1980
81865,5310
81868,5296
81869,3912
81872,2794
81876,864
81891,2640
81895,2429
81896,5274
81897,6957
81906,2886
81913,6200
81918,23583
81924,2702
81928,2106
81932,5232
81947,5040
81953,6996
81955,2992
81958,2988
81961,6320
81965,5616
81968,5232
81971,24906
81974,1593
81978,4477
81982,5790
81985,29678
81987,5940
81989,7986
81990,6444
82005,3878
82007,3530
82016,5434
82025,14944
82028,2226
82032,17381
82037,3972
82038,30521
82042,19698
82046,17460
82048,12530
82049,15360
82052,2720
82060,6446
82070,7952
82071,5863
82081,8272
82083,21378
82085,16626
82086,6072
82087,2632
82091,8064
82094,4411
82096,22518
82109,16939
82111,2637
82117,5500
82123,2680
82127,7709
82130,10179
82136,2400
82142,5786
82145,3828
82158,17823
82159,5688
82160,3091
82162,18316
82166,15498
82167,2330
82169,13320
82171,2570
82181,9088
82186,1674
82194,4485
82203,1632
82207,5486
82210,9360
82216,7740
82221,2344
82228,5404
82236,3340
82240,10304
82244,7161
82245,2295
82254,10650
82255,5590
82265,5973
82281,1519
82283,3996
82306,5516
82314,8483
82321,6080
82324,6916
82332,3493
82336,3836
82338,4032
82350,5310
82357,5313
82365,8595
82369,4096
82371,4720
82373,3861
82384,4696
82389,3654
82393,9776
82396,11480
82399,8360
82401,3275
82403,2824
82412,4416
82413,4059
82418,9620
82426,13560
82428,6480
82431,2080
82434,8190
82438,2471
82440,2268
82450,5754
82454,5500
82457,2030
82461,11436
82463,3969
82467,4074
82474,6900
82480,6963
82485,7686
82486,3688
82487,2842
82491,5436
82495,27482
82500,10647
82502,5632
82515,4644
82522,6570
82536,1250
82539,3798
82547,6588
82548,3472
82555,17594
82557,10065
82564,786
82565,3264
82587,11788
82603,3984
82605,4734
82610,3136
82613,22852
82615,8019
82617,3024
82622,4394
82625,6120
82636,4360
82637,6424
82641,2592
82644,10444
82646,4116
82647,3120
82663,8724
82675,6976
82679,17064
82685,3872
82697,4788
82698,2824
82710,5894
82714,2975
82724,4488
82725,8792
82726,7686
82727,6600
82730,4242
82732,9982
82741,1912
82743,700
82755,2000
82770,6633
82792,5900
82801,5820
82812,6580
82813,1644
82817,756
82819,4417
82823,5680
82827,9045
82829,5445
82830,6512
82832,5247
82833,6057
82837,2412
82838,5500
82842,4032
82845,3548
82846,2345
82849,9328
82854,8195
82858,1784
82862,2112
82863,6358
82869,25144
82878,3528
82887,18256
82893,4200
82897,3888
82901,2470
82908,20076
82935,2140
82951,9152
82958,1644
82959,4249
82967,2895
82974,9982
82990,9975
83016,2670
83019,2895
83025,3140
83033,9926
83036,1377
83041,23856
83044,10361
83048,7735
83050,7605
83060,6000
83082,5931
83083,2704
83108,3016
83109,12294
83113,16445
83115,9376
83126,8162
83130,22743
83143,5940
83146,2890
83149,4500
83157,1603
83158,12348
83162,10098
83169,4796
83171,48288
83182,23009
83183,3486
83186,1656
83203,5335
83207,3174
83214,2720
83218,5260
83223,5280
83238,7150
83248,2758
83249,6156
83257,1749
83262,4953
83264,16002
83267,6545
83278,9504
83281,4972
83286,4169
83292,3707
83294,3195
83295,6174
83305,6851
83315,3800
83317,4970
83319,3961
83329,2350
83338,4500
83348,4950
83351,5918
83353,6123
83357,4272
83358,3750
83361,1715
83364,5940
83376,23842
83379,5292
83393,7650
83394,1542
83418,3828
83425,7370
83429,6874
83438,6432
83440,539
83458,1650
83464,7241
83469,3740
83482,17820
83488,4160
83495,4972
83505,2496
83515,2200
83518,3260
83530,13552
83533,3738
83537,4332
83542,4032
83550,11136
83553,4510
83574,3250
83577,9912
83579,4830
83581,5346
83601,2952
83604,4160
83608,2184
83610,5625
83613,1240
83614,6292
83617,4680
83625,5744
83631,3654
83633,6255
83643,10934
83648,2352
83660,8730
83671,3164
83677,4631
83685,2370
83690,7450
83705,7152
83717,8330
83728,2830
83731,8568
83734,3451
83743,11774
83744,3850
83753,4984
83763,8490
83764,5904
83767,3560
83781,1350
83788,2748
83793,5229
83799,8569
83804,25200
83805,5120
83821,3318
83823,5688
83830,7587
83836,6567
83848,20080
83849,3672
83854,2556
83858,4190
83865,21336
83868,2190
83871,4450
83878,1296
83884,18912
83888,3915
83889,5085
83891,17748
83898,4820
83901,7860
83908,4818
83911,7182
83914,5895
83930,12285
83933,4810
83934,10476
83937,33411
83941,3311
83945,5181
83951,7434
83954,5710
83975,801
83996,5500
84006,2330
84009,3624
84014,7154
84015,21220
84022,3204
84026,2388
84029,6490
84030,4432
84043,7742
84047,2310
84048,5780
84050,3288
84052,7116
84054,3510
84055,1479
84067,1827
84080,4296
84093,5390
84102,7263
84104,2694
84107,1176
84108,4239
84111,3730
84113,5544
84114,24180
84129,5544
84130,1264
84131,1708
84136,7464
84146,6250
84153,3983
84161,4104
84162,5730
84169,1848
84176,5660
84181,9255
84184,8107
84191,2700
84205,10608
84206,5544
84212,4202
84213,68032
84220,3357
84236,5929
84239,5592
84240,3262
84244,11580
84257,1631
84260,3066
84266,12320
84273,3390
84274,2622
84278,8850
84282,28380
84283,6468
84286,23358
84297,5490
84306,23140
84311,1939
84316,5058
84319,6616
84338,2336
84339,6705
84344,11552
84364,1500
84367,4792
84371,3000
84381,8816
84382,4242
84392,7500
84396,9975
84399,3066
84409,4884
84418,7788
84432,3771
84441,2016
84444,2676
84463,2653
84466,7020
84469,2736
84473,5423
84474,7155
84480,16523
84485,6060
84487,4840
84496,1974
84497,3144
84498,6090
84499,9996
84503,3115
84516,6669
84529,7110
84540,19820
84546,5838
84547,2590
84550,3556
84569,12225
84577,3312
84578,6721
84579,3132
84586,24466
84591,6916
84598,7865
84602,3447
84614,1962
84617,24640
84619,5863
84621,5093
84622,6680
84623,10656
84629,4736
84642,3493
84645,9160
84655,5370
84656,2835
84657,3112
84666,5264
84684,1683
84687,7280
84691,8333
84693,8676
84710,4870
84715,8802
84716,22720
84720,6360
84721,4040
84728,25767
84739,11220
84742,3032
84745,2658
84749,3682
84754,6303
84757,3003
84764,3416
84767,3411
84777,1524
84781,1968
84783,4008
84789,3367
84792,3255
84794,7189
84805,3460
84809,15238
84812,840
84814,2574
84820,3033
84828,9600
84833,15150
84836,2808
84840,5852
84844,4590
84845,6368
84851,9230
84856,7657
84859,6588
84877,6597
84878,7590
84879,2630
84880,3078
84890,3432
84891,1192
84898,5936
84909,1494
84915,3817
84923,2681
84933,5337
84934,2748
84946,3614
84956,9814
84969,2796
84973,2790
84974,5760
84975,4424
84977,1345
84981,5936
84984,6864
84989,15922
84990,4980
84991,4368
85003,2550
85007,1860
85012,2625
85033,7735
85040,8280
85046,5203
85048,5103
85051,3479
85055,6325
85059,9684
85062,2808
85065,7168
85068,4560
85081,3054
85084,2512
85087,3282
85088,4140
85093,4103
85098,5472
85099,6228
85103,3300
85107,5967
85108,5780
85109,3156
85112,3120
85117,7568
85118,4704
85132,1384
85137,10208
85138,4634
85139,26046
85140,3339
85142,3640
85145,2416
85150,9820
85151,3388
85153,8528
85154,6672
85155,5700
85159,5336
85160,2536
85170,28710
85175,3008
85179,3330
85184,5709
85186,4653
85196,6021
85198,9296
85213,7808
85217,1902
85230,6281
85238,6610
85243,2615
85246,5175
85248,5016
85261,6105
85273,9012
85277,1925
85289,19890
85293,8940
85295,2702
85306,8448
85310,1792
85315,6748
85318,1740
85320,10576
85323,756
85336,3800
85341,8466
85342,6834
85346,2919
85349,8382
85356,3598
85357,5265
85367,2980
85369,3120
85372,7701
85373,15796
85387,9555
85388,5016
85391,4320
85392,2304
85393,6440
85395,2808
85397,4576
85407,5214
85412,1212
85421,5424
85431,5616
85437,3132
85438,19737
85439,23616
85440,7320
85442,4653
85447,3227
85452,5244
85454,3949
85471,2268
85473,2928
85476,6552
85480,2145
85493,5104
85501,5376
85506,1845
85509,8670
85511,16560
85512,7888
85513,11205
85517,1788
85522,10322
85523,2984
85528,6460
85529,2892
85537,8400
85547,3807
85556,2872
85561,6462
85566,1504
85574,6910
85575,5551
85584,1145
85593,1540
85606,4716
85609,6916
85612,8016
85620,6539
85632,3601
85636,3146
85640,9562
85651,4023
85652,3843
85660,4862
85663,6380
85672,9352
85677,2880
85678,2272
85685,4230
85700,3252
85711,6928
85723,2528
85727,748
85738,3225
85741,4800
85751,8064
85753,2568
85758,2766
85769,11438
85774,4608
85781,4168
85785,20320
85801,5970
85809,3033
85813,21850
85815,8256
85823,10245
85826,11152
85833,3592
85848,4842
85850,8946
85851,12996
85857,6097
85862,2160
85863,3472
85867,48411
85874,3648
85880,5427
85882,3942
85887,4641
85889,7150
85896,6940
85907,3756
85912,3738
85917,6944
85924,5700
85927,2184
85932,6435
85950,5680
85952,2933
85955,9366
85958,3024
85978,3720
85981,1705
85986,4160
85987,6030
85988,7163
85990,23760
85991,7588
85992,6279
85996,1653
86011,9542
86012,4768
86020,5068
86024,2220
86038,5364
86040,3718
86046,32344
86047,5922
86048,2637
86050,21714
86051,6120
86052,7360
86058,5489
86065,5247
86071,8775
86073,5049
86074,3270
86090,7200
86100,1685
86106,5634
86108,24058
86116,3070
86117,4214
86124,7650
86129,4810
86130,5550
86134,5841
86140,4914
86146,2520
86156,4144
86159,6948
86161,7524
86175,7420
86179,3784
86183,6820
86194,4270
86200,3563
86203,10933
86204,2043
86209,4344
86224,6028
86227,2855
86243,5434
86244,4851
86248,2296
86252,7524
86253,2717
86261,5379
86263,8448
86265,13991
86269,3839
86274,3520
86283,4990
86303,12432
86305,6524
86308,7476
86319,7728
86326,4500
86327,8533
86328,2259
86330,3750
86354,2292
86356,3360
86359,9087
86366,4795
86370,3900
86378,8645
86387,2868
86388,4536
86393,5808
86395,2590
86404,23248
86408,4872
86411,6510
86419,2720
86421,2008
86425,2289
86443,10863
86462,5085
86465,3179
86466,3585
86472,2080
86473,7371
86483,2260
86493,5445
86498,5715
86500,11760
86501,4977
86504,8591
86507,9675
86511,5071
86512,3178
86518,1825
86522,2056
86525,7056
86528,3626
86529,7458
86532,2690
86544,7021
86545,1548
86550,3816
86552,21620
86555,1830
86556,8736
86558,5632
86561,4356
86564,2160
86567,12698
86572,2736
86573,5049
86584,4530
86586,5049
86587,5694
86589,3906
86596,5040
86605,4400
86611,1782
86613,4206
86620,5697
86629,8199
86631,6874
86635,8295
86640,3690
86647,2748
86650,4168
86657,3640
86660,4376
86662,17461
86664,2580
86680,2136
86681,978
86689,3656
86692,10530
86695,6147
86697,2916
86700,5621
86703,5380
86704,11592
86712,6360
86720,1848
86724,1750
86733,3289
86750,2960
86758,6040
86759,5540
86761,10569
86768,6347
86771,3888
86775,3556
86780,1272
86797,4456
86808,3507
86819,5460
86820,6510
86823,4983
86830,4488
86833,6622
86842,7650
86847,7340
86851,11940
86857,6640
86885,3143
86897,4335
86898,9048
86901,1274
86903,564
86917,5840
86921,8515
86922,8344
86928,7440
86933,6048
86934,3420
86936,942
86943,3164
86952,15708
86969,7722
86993,6660
86994,13104
86995,5220
86996,3306
87009,5916
87023,1575
87025,10005
87029,4077
87044,6072
87046,4940
87047,3768
87058,4860
87061,9581
87063,7007
87065,1878
87066,7348
87069,7813
87071,2160
87072,7942
87076,8415
87093,2950
87099,2778
87101,11308
87115,5292
87117,4328
87120,2120
87135,7345
87140,14560
87142,6048
87149,3648
87151,4334
87160,25967
87163,4238
87174,4887
87193,3816
87214,7584
87229,6380
87232,4641
87233,18333
87240,3336
87243,3792
87249,3162
87251,6579
87255,7010
87257,1720
87274,5760
87280,4939
87281,4528
87290,53414
87292,6282
87299,4487
87300,11928
87325,6193
87336,6096
87340,2264
87350,6070
87361,1152
87364,6875
87366,5301
87373,7488
87374,5268
87383,8551
87384,6183
87393,7356
87399,9968
87406,24906
87409,4279
87413,1854
87415,5328
87424,2810
87429,3590
87433,1728
87440,2355
87448,7280
87452,5676
87455,3537
87470,12450
87472,5027
87484,6000
87494,11258
87501,8245
87503,3753
87508,7140
87509,9251
87520,2429
87527,6732
87528,2016
87529,2905
87533,4660
87534,7785
87537,2152
87538,4164
87547,2786
87551,9040
87559,10884
87572,5292
87578,8853
87580,5292
87584,11104
87594,6579
87595,4815
87596,3374
87602,5166
87603,9460
87604,6963
87612,6710
87620,5159
87625,2065
87628,3768
87650,11284
87657,4408
87663,5550
87676,4108
87681,3792
87690,4344
87707,4477
87710,2808
87711,4806
87718,3220
87720,2765
87722,4005
87727,3480
87729,1160
87730,2349
87740,6710
87741,4626
87742,16905
87753,2690
87762,2853
87763,6972
87770,3920
87787,4740
87790,7943
87802,4300
87817,6615
87818,6564
87820,7618
87821,3045
87823,7220
87825,6597
87827,6611
87830,24375
87834,2508
87835,3795
87836,3640
87841,5290
87845,5390
87848,4815
87854,6576
87872,6192
87876,4752
87882,8052
87883,6984
87885,7450
87890,3040
87893,1432
87900,2368
87924,5104
87928,6184
87929,2820
87936,2547
87942,7839
87950,8760
87952,3072
87953,9603
87954,4690
87957,7154
87958,28704
87959,1728
87961,1176
87964,6061
87977,8255
87978,3864
87987,8036
87991,3972
87993,6303
88002,3949
88005,7884
88014,19416
88017,2790
88018,3840
88027,4120
88028,1716
88038,4074
88041,4417
88048,5409
88058,3792
88062,3829
88064,5967
88065,3410
88066,7420
88072,1088
88080,3880
88092,6288
88101,1872
88112,4180
88113,6721
88121,4291
88123,4572
88134,1976
88135,8536
88148,4730
88151,37200
88154,5180
88156,6008
88159,52948
88163,3400
88166,3336
88169,7660
88171,3871
88184,7392
88185,5440
88189,3672
88191,3681
88193,5330
88195,5808
88197,2916
88205,4257
88206,8736
88215,4095
88216,4752
88218,7296
88222,2340
88239,8632
88248,19328
88254,3060
88257,2898
88258,7380
88262,6930
88266,4460
88270,4554
88285,2820
88286,17478
88312,3960
88317,6591
88329,3660
88332,3750
88338,4566
88341,5432
88343,7420
88348,5193
88351,5460
88377,28848
88379,3060
88386,24100
88389,2035
88395,26988
88399,8210
88400,4912
88403,4653
88408,3354
88413,41634
88416,7898
88433,3568
88437,2835
88443,12480
88446,2680
88451,2588
88466,2370
88468,1935
88470,4176
88471,5480
88474,5280
88479,1536
88489,9820
88491,4725
88499,9861
88503,4270
88507,2392
88524,3714
88543,5364
